Model,Serial Number,Material,Vendor Material Number,Material Description, Unit,Qty,Task List Group Key,Maintenance Plan Description,Maintenance Item,Maintenance Item Description,Func Loc,T1,T2,Desc w/o ID & Task,Serial Prefix,Spx Xref Key,FuncLoc Key,PN Key,Final CC,Final MC,AMT Key
777,7M602507,20555562,20R1859,"PUMP,WATER;RM;CAT;20",EA,1,314517,06H673 Engine,51566331,06H673 C/O Water Pump Main,ENGD .WAPU.WAPM,06H673,C/O,Water Pump Main,7M60,7M60Water Pump Main,7M60ENGD .WAPU.WAPM,7M6020R1859Water Pump Main,1361 - WATER PUMP,00 - (NONE),136100
777,7M602507,20497010,3156272X,TRANSMISSION;CAT;315,EA,1,314506,06H673 C/O Transmission,51566353,06H673 C/O Transmission,TRAN .TRAN,06H673,C/O,Transmission,7M60,7M60Transmission,7M60TRAN .TRAN,7M603156272XTransmission,3030 - TRANSMISSION,00 - (NONE),303000
777,7M602507,20708278,20R6700,CONVERTER;TORQUE;CAT,EA,1,314505,06H673 C/O Torque Converter,51566352,06H673 C/O Torque Converter,TRAN .TOCO,06H673,C/O,Torque Converter,7M60,7M60Torque Converter,7M60TRAN .TOCO,7M6020R6700Torque Converter,3101 - TORQUE CONVERTER,00 - (NONE),310100
777,7M602507,20496987,3451983X,DIFFERENTIAL;SX;CAT;,EA,1,314405,06H673 C/O Differential,51566321,06H673 C/O Differential,FDRV .AXAR.DIFF,06H673,C/O,Differential,7M60,7M60Differential,7M60FDRV .AXAR.DIFF,7M603451983XDifferential,3258 - DIFFERENTIAL,00 - (NONE),325800
777,7M602507,20604072,3569843XL,HUB;SPINDLE;CAT;3569,EA,1,314423,06H673 C/O Hub & Spindle LH,51566337,06H673 C/O Hub & Spindle LH,,06H673,C/O,Hub & Spindle LH,7M60,7M60Hub & Spindle LH,7M60NO MATCH,7M603569843XLHub & Spindle LH,4006 - WHEEL & BRAKE ASSEMBLY,LF - LEFT FRONT,4006LF
777,7M602507,20604073,3569843XR,HUB;SPINDLE;CAT;3569,EA,1,314424,06H673 C/O Hub & Spindle RH,51566338,06H673 C/O Hub & Spindle RH,,06H673,C/O,Hub & Spindle RH,7M60,7M60Hub & Spindle RH,7M60NO MATCH,7M603569843XRHub & Spindle RH,4006 - WHEEL & BRAKE ASSEMBLY,RF - RIGHT FRONT,4006RF
777,7M602507,21086155,20R8725,CYLINDER;STEERING;RM,EA,1,314432,06H673 C/O Strg Cyl & Tie Rod End RH,51566347,06H673 C/O Steering Cylinder RH,STRG .CYLI.SCRH,06H673,C/O,Steering Cylinder RH,7M60,7M60Steering Cylinder RH,7M60STRG .CYLI.SCRH,7M6020R8725Steering Cylinder RH,4303 - STEERING CYLINDER,RI - RIGHT,4303RI
777,7M602507,20554635,6170753,CYLINDER;CAT;6170753,EA,1,314431,06H673 C/O Strg Cyl & Tie Rod End LH,51566345,06H673 C/O Steering Cylinder LH,STRG .CYLI.SCLH,06H673,C/O,Steering Cylinder LH,7M60,7M60Steering Cylinder LH,7M60STRG .CYLI.SCLH,7M606170753Steering Cylinder LH,4303 - STEERING CYLINDER,LT - LEFT,4303LT
777,7M602507,20197853,2615630,PUMP;STEERING;CAT;26,EA,1,314428,06H673 C/O Primary Steering Pump,51566343,06H673 C/O Primary Steering Pump,STRG .PUMP.PRSP,06H673,C/O,Primary Steering Pump,7M60,7M60Primary Steering Pump,7M60STRG .PUMP.PRSP,7M602615630Primary Steering Pump,4306 - STEERING PUMP,00 - (NONE),430600
777,7M602507,41221187,1778924,PUMP;CAT;1778924,EA,1,314525,06H673 C/O Water System Pilot Pump,51566361,06H673 C/O Water System Pilot Pump,MYHD .PUMP.WSPP,06H673,C/O,Water System Pilot Pump,7M60,7M60Water System Pilot Pump,7M60MYHD .PUMP.WSPP,7M601778924Water System Pilot Pump,5073 - GEAR PUMP,00 - (NONE),507300
777,7M602507,20496988,3356352X,SUSPENSION;CAT;335-6,EA,1,314501,06H673 C/O Suspension LHF,51566349,06H673 C/O Suspension LHF,STRU .SUGR.SULF,06H673,C/O,Suspension LHF,7M60,7M60Suspension LHF,7M60STRU .SUGR.SULF,7M603356352XSuspension LHF,7201 - SUSPENSION CYLINDER,00 - (NONE),720100
777,7M602507,20496988,3356352X,SUSPENSION;CAT;335-6,EA,1,314501,06H673 C/O Suspension RHF,51566350,06H673 C/O Suspension RHF,STRU .SUGR.SURF,06H673,C/O,Suspension RHF,7M60,7M60Suspension RHF,7M60STRU .SUGR.SURF,7M603356352XSuspension RHF,7201 - SUSPENSION CYLINDER,00 - (NONE),720100
777,7M602507,20496989,3356354X,SUSPENSION;CAT;335-6,EA,1,314502,06H673 C/O Suspension LHR,51566351,06H673 C/O Suspension LHR,STRU .SUGR.SULB,06H673,C/O,Suspension LHR,7M60,7M60Suspension LHR,7M60STRU .SUGR.SULB,7M603356354XSuspension LHR,7213 - REAR SUSPENSION CYLINDER,LR - LEFT REAR,7213LR
777,7M602507,20496989,3356354X,SUSPENSION;CAT;335-6,EA,1,314502,06H673 C/O Susp & Lat Control Rod RHR,51566340,06H673 C/O Suspension RHR,STRU .SUGR.SURB,06H673,C/O,Suspension RHR,7M60,7M60Suspension RHR,7M60STRU .SUGR.SURB,7M603356354XSuspension RHR,7213 - REAR SUSPENSION CYLINDER,RR - RIGHT REAR,7213RR
854,T8Y00101,,,,,,328160,08H344 Engine,51638899,08H344 C/O Engine,ENGD,08H344,C/O,Engine,T8Y0,T8Y0Engine,T8Y0ENGD,T8Y0Engine,1000 - ENGINE,00 - (NONE),100000
854,T8Y00101,20675494,20R3687,TURBOCHARGER;RM;CAT;,EA,1,328252,08H344 Engine,51639003,08H344 C/O Turbocharger LH,ENGD .TURB.TURL,08H344,C/O,Turbocharger LH,T8Y0,T8Y0Turbocharger LH,T8Y0ENGD .TURB.TURL,T8Y020R3687Turbocharger LH,1052 - TURBOCHARGER,LT - LEFT,1052LT
854,T8Y00101,20675493,20R3692,TURBOCHARGER;RM;CAT;,EA,1,328253,08H344 Engine,51639004,08H344 C/O Turbocharger RH,ENGD .TURB.TURR,08H344,C/O,Turbocharger RH,T8Y0,T8Y0Turbocharger RH,T8Y0ENGD .TURB.TURR,T8Y020R3692Turbocharger RH,1052 - TURBOCHARGER,RI - RIGHT,1052RI
854,T8Y00101,21124607,6470750,INJECTOR FUEL;CAT;64,EA,12,328166,08H344 Engine,51639005,08H344 C/O Fuel Injectors,ENGD .FUEL.INJE,08H344,C/O,Fuel Injectors,T8Y0,T8Y0Fuel Injectors,T8Y0ENGD .FUEL.INJE,T8Y06470750Fuel Injectors,1251 - FUEL INJECTION PUMP,00 - (NONE),125100
854,T8Y00101,20555562,20R1859,"PUMP,WATER;RM;CAT;20",EA,1,328254,08H344 Engine,51639007,08H344 C/O Water Pump Main,ENGD .WAPU.WAPM,08H344,C/O,Water Pump Main,T8Y0,T8Y0Water Pump Main,T8Y0ENGD .WAPU.WAPM,T8Y020R1859Water Pump Main,1361 - WATER PUMP,00 - (NONE),136100
854,T8Y00101,20200204,20R0098,PUMP;RM;CAT;20R0098,EA,1,328163,08H344 C/O Engine Cooling Fan Pump,51639012,08H344 C/O Engine Cooling Fan Pump,MYHD .PUMP.ECFP,08H344,C/O,Engine Cooling Fan Pump,T8Y0,T8Y0Engine Cooling Fan Pump,T8Y0MYHD .PUMP.ECFP,T8Y020R0098Engine Cooling Fan Pump,1386 - HYDRAULIC FAN MOTOR,00 - (NONE),138600
854,T8Y00101,40096535,0R9340,MOTOR;RM;CAT;0R-9340,EA,1,328162,08H344 C/O Engine Cooling Fan Motor,51639011,08H344 C/O Engine Cooling Fan Motor,MYHD .MOTO.ECFM,08H344,C/O,Engine Cooling Fan Motor,T8Y0,T8Y0Engine Cooling Fan Motor,T8Y0MYHD .MOTO.ECFM,T8Y00R9340Engine Cooling Fan Motor,1386 - HYDRAULIC FAN MOTOR,00 - (NONE),138600
854,T8Y00101,20400004,3732557F,AXLE;ASSY;SX;CAT;373,EA,1,328145,08H344 C/O Axle Assembly Front,51638679,08H344 C/O Axle Assembly Front,FDRV .AXAF,08H344,C/O,Axle Assembly Front,T8Y0,T8Y0Axle Assembly Front,T8Y0FDRV .AXAF,T8Y03732557FAxle Assembly Front,3013 - AXLE ARRANGEMENT,FR - FRONT,3013FR
854,T8Y00101,20400005,3732558F,AXLE;ASSY;SX;CAT;373,EA,1,328146,08H344 C/O Axle Assembly Rear,51638880,08H344 C/O Axle Assembly Rear,FDRV .AXAR,08H344,C/O,Axle Assembly Rear,T8Y0,T8Y0Axle Assembly Rear,T8Y0FDRV .AXAR,T8Y03732558FAxle Assembly Rear,3013 - AXLE ARRANGEMENT,RE - REAR,3013RE
854,T8Y00101,20581129,3466114X,TRANSMISSION;SX;CAT;,EA,1,328200,08H344 C/O Transmission,51639098,08H344 C/O Transmission,TRAN .TRAN,08H344,C/O,Transmission,T8Y0,T8Y0Transmission,T8Y0TRAN .TRAN,T8Y03466114XTransmission,3030 - TRANSMISSION,00 - (NONE),303000
854,T8Y00101,20695394,20R6497,PUMP;CAT;20R-6497 *C,EA,1,328217,08H344 C/O Transmission Charge Pump,51639099,08H344 C/O Transmission Charge Pump,TRAN .PUMP.TRCP,08H344,C/O,Transmission Charge Pump,T8Y0,T8Y0Transmission Charge Pump,T8Y0TRAN .PUMP.TRCP,T8Y020R6497Transmission Charge Pump,3066 - TRANSMISSION OIL PUMP,00 - (NONE),306600
854,T8Y00101,20555474,3465837X,CONVERTER TRQ;SX;CAT,EA,1,328174,08H344 C/O Main Pump Drive Trans,51639019,08H344 C/O Main Pump Drive Trans,TRAN .TOCO,08H344,C/O,Main Pump Drive Trans,T8Y0,T8Y0Main Pump Drive Trans,T8Y0TRAN .TOCO,T8Y03465837XMain Pump Drive Trans,3101 - TORQUE CONVERTER,00 - (NONE),310100
854,T8Y00101,20554683,1571352X,CYLINDER;STEERING;CA,EA,1,328187,08H344 C/O Steering Cylinder LH,51639087,08H344 C/O Steering Cylinder LH,STRG .CYLI.STCL,08H344,C/O,Steering Cylinder LH,T8Y0,T8Y0Steering Cylinder LH,T8Y0STRG .CYLI.STCL,T8Y01571352XSteering Cylinder LH,4303 - STEERING CYLINDER,LF - LEFT FRONT,4303LF
854,T8Y00101,20554683,1571352X,CYLINDER;STEERING;CA,EA,1,328187,08H344 C/O Steering Cylinder RH,51639092,08H344 C/O Steering Cylinder RH,STRG .CYLI.STCR,08H344,C/O,Steering Cylinder RH,T8Y0,T8Y0Steering Cylinder RH,T8Y0STRG .CYLI.STCR,T8Y01571352XSteering Cylinder RH,4303 - STEERING CYLINDER,RF - RIGHT FRONT,4303RF
854,T8Y00101,40722874,10R3808,PUMP;RM;CAT;10R-3808,EA,1,328179,08H344 C/O Primary Steering Pump,51639084,08H344 C/O Primary Steering Pump,STRG .PUMP.PRSP,08H344,C/O,Primary Steering Pump,T8Y0,T8Y0Primary Steering Pump,T8Y0STRG .PUMP.PRSP,T8Y010R3808Primary Steering Pump,4306 - STEERING PUMP,00 - (NONE),430600
854,T8Y00101,20317629,3402113,PUMP ASSEMBLY;CAT;34,EA,1,328147,08H344 C/O Axle Cooler Pump & Motor,51638881,08H344 C/O Axle Cooler Pump & Motor,,08H344,C/O,Axle Cooler Pump & Motor,T8Y0,T8Y0Axle Cooler Pump & Motor,T8Y0NO MATCH,T8Y03402113Axle Cooler Pump & Motor,506G - GEAR PUMP & MOTOR,00 - (NONE),506G00
854,T8Y00101,20104786,10R7974,PUMP;RM;CAT;10R-7974,EA,1,328172,08H344 C/O Main Hydraulic Pump,51639018,08H344 C/O Main Hydraulic Pump,MYHD .PUMP.MAHP,08H344,C/O,Main Hydraulic Pump,T8Y0,T8Y0Main Hydraulic Pump,T8Y0MYHD .PUMP.MAHP,T8Y010R7974Main Hydraulic Pump,5073 - GEAR PUMP,00 - (NONE),507300
854,T8Y00101,20554547,1539939X,CYLINDER;SX;CAT;1539,EA,1,328170,08H344 C/O Lift Cylinder LH,51639016,08H344 C/O Lift Cylinder LH,MYHD .CYLI.LIFL,08H344,C/O,Lift Cylinder LH,T8Y0,T8Y0Lift Cylinder LH,T8Y0MYHD .CYLI.LIFL,T8Y01539939XLift Cylinder LH,5102 - LIFT/HOIST CYLINDER,LT - LEFT,5102LT
854,T8Y00101,40433434,1539938X,CYLINDER;SX;CAT;153-,EA,1,328171,08H344 C/O Lift Cylinder RH,51639017,08H344 C/O Lift Cylinder RH,MYHD .CYLI.LIFR,08H344,C/O,Lift Cylinder RH,T8Y0,T8Y0Lift Cylinder RH,T8Y0MYHD .CYLI.LIFR,T8Y01539938XLift Cylinder RH,5102 - LIFT/HOIST CYLINDER,RI - RIGHT,5102RI
854,T8Y00101,,,,,,328191,08H344 C/O Tilt Cylinder LH,51639096,08H344 C/O Tilt Cylinder LH,MYHD .CYLI.TILL,08H344,C/O,Tilt Cylinder LH,T8Y0,T8Y0Tilt Cylinder LH,T8Y0MYHD .CYLI.TILL,T8Y0Tilt Cylinder LH,5104 - TILT CYLINDER,LT - LEFT,5104LT
854,T8Y00101,,,,,,328192,08H344 C/O Tilt Cylinder RH,51639097,08H344 C/O Tilt Cylinder RH,MYHD .CYLI.TILR,08H344,C/O,Tilt Cylinder RH,T8Y0,T8Y0Tilt Cylinder RH,T8Y0MYHD .CYLI.TILR,T8Y0Tilt Cylinder RH,5104 - TILT CYLINDER,RI - RIGHT,5104RI
992,AP700437,,,,,,309036,07B447 Engine,51555529,07B447 C/O Engine,ENGD,07B447,C/O,Engine,AP70,AP70Engine,AP70ENGD,AP70Engine,1000 - ENGINE,00 - (NONE),100000
992,AP700437,20675494,20R3687,TURBOCHARGER;RM;CAT;,EA,1,309041,07B447 Engine,51555533,07B447 C/O Turbocharger LH,ENGD .TURB.TURL,07B447,C/O,Turbocharger LH,AP70,AP70Turbocharger LH,AP70ENGD .TURB.TURL,AP7020R3687Turbocharger LH,1052 - TURBOCHARGER,LT - LEFT,1052LT
992,AP700437,20675493,20R3692,TURBOCHARGER;RM;CAT;,EA,1,309042,07B447 Engine,51555534,07B447 C/O Turbocharger RH,ENGD .TURB.TURR,07B447,C/O,Turbocharger RH,AP70,AP70Turbocharger RH,AP70ENGD .TURB.TURR,AP7020R3692Turbocharger RH,1052 - TURBOCHARGER,RI - RIGHT,1052RI
992,AP700437,21124607,6470750,INJECTOR FUEL;CAT;64,EA,12,309038,07B447 Engine,51555531,07B447 C/O Fuel Injectors,ENGD .FUEL.INJE,07B447,C/O,Fuel Injectors,AP70,AP70Fuel Injectors,AP70ENGD .FUEL.INJE,AP706470750Fuel Injectors,1251 - FUEL INJECTION PUMP,00 - (NONE),125100
992,AP700437,20555562,20R1859,"PUMP,WATER;RM;CAT;20",EA,1,309044,07B447 Engine,51555535,07B447 C/O Water Pump Main,ENGD .WAPU.WAPM,07B447,C/O,Water Pump Main,AP70,AP70Water Pump Main,AP70ENGD .WAPU.WAPM,AP7020R1859Water Pump Main,1361 - WATER PUMP,00 - (NONE),136100
992,AP700437,,,,,,309022,07B447 C/O Transmission,51555526,07B447 C/O Transmission,TRAN .TRAN,07B447,C/O,Transmission,AP70,AP70Transmission,AP70TRAN .TRAN,AP70Transmission,3030 - TRANSMISSION,00 - (NONE),303000
992,AP700437,20695394,20R6497,PUMP;CAT;20R-6497 *C,EA,1,309027,07B447 C/O Transmission Charge Pump,51555527,07B447 C/O Transmission Charge Pump,TRAN .PUMP.TRCP,07B447,C/O,Transmission Charge Pump,AP70,AP70Transmission Charge Pump,AP70TRAN .PUMP.TRCP,AP7020R6497Transmission Charge Pump,3066 - TRANSMISSION OIL PUMP,00 - (NONE),306600
992,AP700437,40913937,1681916,JOINT;SLIP;CAT;16819,AY,1,308882,07B447 C/O Drive Shaft & Unis Centre,51555473,07B447 C/O Driveshaft Centre,,07B447,C/O,Driveshaft Centre,AP70,AP70Driveshaft Centre,AP70NO MATCH,AP701681916Driveshaft Centre,3253 - DRIVESHAFT,00 - (NONE),325300
992,AP700437,,,,,,308880,07B447 C/O Differential Front,51555471,07B447 C/O Differential Front,FDRV .AXAF.DIFF,07B447,C/O,Differential Front,AP70,AP70Differential Front,AP70FDRV .AXAF.DIFF,AP70Differential Front,3258 - DIFFERENTIAL,FR - FRONT,3258FR
992,AP700437,,,,,,308881,07B447 C/O Differential Rear,51555472,07B447 C/O Differential Rear,FDRV .AXAR.DIFF,07B447,C/O,Differential Rear,AP70,AP70Differential Rear,AP70FDRV .AXAR.DIFF,AP70Differential Rear,3258 - DIFFERENTIAL,RE - REAR,3258RE
992,AP700437,21062030,30R0120,PUMP HYD;AXIAL PISTO,EA,1,308999,07B447 C/O Primary Brake Pump,51555517,07B447 C/O Primary Brake Pump,BRAK .PUMP.PRBP,07B447,C/O,Primary Brake Pump,AP70,AP70Primary Brake Pump,AP70BRAK .PUMP.PRBP,AP7030R0120Primary Brake Pump,4268 - BRAKE PUMP,00 - (NONE),426800
992,AP700437,,,,,,309004,07B447 C/O Steering Cylinder LH,51555522,07B447 C/O Steering Cylinder LH,STRG .CYLI.SCLH,07B447,C/O,Steering Cylinder LH,AP70,AP70Steering Cylinder LH,AP70STRG .CYLI.SCLH,AP70Steering Cylinder LH,4303 - STEERING CYLINDER,LT - LEFT,4303LT
992,AP700437,,,,,,309004,07B447 C/O Steering Cylinder RH,51555523,07B447 C/O Steering Cylinder RH,STRG .CYLI.SCRH,07B447,C/O,Steering Cylinder RH,AP70,AP70Steering Cylinder RH,AP70STRG .CYLI.SCRH,AP70Steering Cylinder RH,4303 - STEERING CYLINDER,RI - RIGHT,4303RI
992,AP700457,,,,,,308996,07H233 C/O Main Hydraulic Pump,51588176,07H233 C/O Main Hydraulic Pump,MYHD .PUMP.MAHP,07H233,C/O,Main Hydraulic Pump,AP70,AP70Main Hydraulic Pump,AP70MYHD .PUMP.MAHP,AP70Main Hydraulic Pump,5084 - IMPLEMENT PUMP,LT - LEFT,5084LT
992,AP700457,,,,,,308994,07H233 C/O Lift Cylinder LH,51588173,07H233 C/O Lift Cylinder LH,MYHD .CYLI.LIFL,07H233,C/O,Lift Cylinder LH,AP70,AP70Lift Cylinder LH,AP70MYHD .CYLI.LIFL,AP70Lift Cylinder LH,5102 - LIFT/HOIST CYLINDER,LT - LEFT,5102LT
992,AP700457,,,,,,308994,07H233 C/O Lift Cylinder RH,51588174,07H233 C/O Lift Cylinder RH,MYHD .CYLI.LIFR,07H233,C/O,Lift Cylinder RH,AP70,AP70Lift Cylinder RH,AP70MYHD .CYLI.LIFR,AP70Lift Cylinder RH,5102 - LIFT/HOIST CYLINDER,RI - RIGHT,5102RI
992,AP700457,,,,,,309012,07H233 C/O Tilt Cylinder,51588189,07H233 C/O Tilt Cylinder,MYHD .CYLI.TILT,07H233,C/O,Tilt Cylinder,AP70,AP70Tilt Cylinder,AP70MYHD .CYLI.TILT,AP70Tilt Cylinder,5104 - TILT CYLINDER,00 - (NONE),510400
3900,KZ000120,,,,EA,1,216831,06D54 Engine,50878460,06D54 C/O Engine,ENGD,06D54,C/O,Engine,KZ00,KZ00Engine,KZ00ENGD,KZ00Engine,1000 - ENGINE,00 - (NONE),100000
3900,KZ000120,20235211,10R2038,TURBOCHARGER;RM;CAT;,EA,1,216840,06D54 Engine,50878464,06D54 C/O Turbocharger LH,ENGD .TURB.TC01,06D54,C/O,Turbocharger LH,KZ00,KZ00Turbocharger LH,KZ00ENGD .TURB.TC01,KZ0010R2038Turbocharger LH,1052 - TURBOCHARGER,LT - LEFT,1052LT
3900,KZ000120,20235211,10R2038,TURBOCHARGER;RM;CAT;,EA,1,216840,06D54 Engine,50878465,06D54 C/O Turbocharger RH,ENGD .TURB.TC02,06D54,C/O,Turbocharger RH,KZ00,KZ00Turbocharger RH,KZ00ENGD .TURB.TC02,KZ0010R2038Turbocharger RH,1052 - TURBOCHARGER,RI - RIGHT,1052RI
3900,KZ000120,21124104,6470751,INJECTOR FUEL;CAT;64,EA,12,216841,06D54 Engine,50878461,06D54 C/O Fuel Injectors,ENGD .FUEL.INJE,06D54,C/O,Fuel Injectors,KZ00,KZ00Fuel Injectors,KZ00ENGD .FUEL.INJE,KZ006470751Fuel Injectors,1251 - FUEL INJECTION PUMP,00 - (NONE),125100
3900,KZ000101,20555568,2513588F,RADIATOR;SX;CAT;2513,EA,1,150714,06H184 C/O Engine Radiator,50255157,06H184 C/O Engine Radiator,ENGD .ENCS.RADI,06H184,C/O,Engine Radiator,KZ00,KZ00Engine Radiator,KZ00ENGD .ENCS.RADI,KZ002513588FEngine Radiator,1353 - RADIATOR,00 - (NONE),135300
3900,KZ000120,40104287,0R4680,PUMP;RM;CAT;0R-4680,EA,1,216842,06D54 Engine,50878466,06D54 C/O Water Pump Main,ENGD .WAPU.WP01,06D54,C/O,Water Pump Main,KZ00,KZ00Water Pump Main,KZ00ENGD .WAPU.WP01,KZ000R4680Water Pump Main,1361 - WATER PUMP,00 - (NONE),136100
3900,KZ000126,20654496,HM05505X,TRANSMISSION;SX;CAT;,EA,1,184824,11R1141 C/O Transmission,50686734,11R1141 C/O Transmission,TRAN .TRAN,11R1141,C/O,Transmission,KZ00,KZ00Transmission,KZ00TRAN .TRAN,KZ00HM05505XTransmission,3030 - TRANSMISSION,00 - (NONE),303000
3900,KZ000126,,,,,,184822,11R1141 C/O Torque Converter,50686733,11R1141 C/O Torque Converter,TRAN .TOCO,11R1141,C/O,Torque Converter,KZ00,KZ00Torque Converter,KZ00TRAN .TOCO,KZ00Torque Converter,3101 - TORQUE CONVERTER,00 - (NONE),310100
3900,KZ000160,20934340,2610649F,WHEEL;CAT;2610649F,EA,1,A/150721/L1,1216296: 06H554 C/O Hub & Spindle RH,50455257,06H554 C/O Hub & Spindle RH,FDRV .AXAF.HASR,06H554,C/O,Hub & Spindle RH,KZ00,KZ00Hub & Spindle RH,KZ00FDRV .AXAF.HASR,KZ002610649FHub & Spindle RH,4006 - WHEEL & BRAKE ASSEMBLY,RF - RIGHT FRONT,4006RF
3900,KZ000160,20934340,2610649F,WHEEL;CAT;2610649F,EA,1,A/150721/L1,1216295: 06H554 C/O Hub & Spindle LH,50455256,06H554 C/O Hub & Spindle LH,FDRV .AXAF.HASL,06H554,C/O,Hub & Spindle LH,KZ00,KZ00Hub & Spindle LH,KZ00FDRV .AXAF.HASL,KZ002610649FHub & Spindle LH,4006 - WHEEL & BRAKE ASSEMBLY,LF - LEFT FRONT,4006LF
3900,KZ000101,20180426,4172643,CYLINDER;STEERING;CA,EA,1,150725,06H184 C/O Steering Cylinder LH,50254730,06H184 C/O Steering Cylinder LH,STRG .CYLI.SC01,06H184,C/O,Steering Cylinder LH,KZ00,KZ00Steering Cylinder LH,KZ00STRG .CYLI.SC01,KZ004172643Steering Cylinder LH,4303 - STEERING CYLINDER,LT - LEFT,4303LT
3900,KZ000101,20180426,4172643,CYLINDER;STEERING;CA,EA,1,150725,06H184 C/O Steering Cylinder RH,50254729,06H184 C/O Steering Cylinder RH,STRG .CYLI.SC02,06H184,C/O,Steering Cylinder RH,KZ00,KZ00Steering Cylinder RH,KZ00STRG .CYLI.SC02,KZ004172643Steering Cylinder RH,4303 - STEERING CYLINDER,RI - RIGHT,4303RI
3900,KZ000119,20555569,2997984X,SUSPENSION;FRONT;SX;,EA,1,150728,06H508 C/O Suspension LHF,50406703,06H508 C/O Suspension LHF,STRU .SUGR.SG01,06H508,C/O,Suspension LHF,KZ00,KZ00Suspension LHF,KZ00STRU .SUGR.SG01,KZ002997984XSuspension LHF,7201 - SUSPENSION CYLINDER,LF - LEFT FRONT,7201LF
3900,KZ000119,20555569,2997984X,SUSPENSION;FRONT;SX;,EA,1,150728,06H508 C/O Suspension RHF,50406704,06H508 C/O Suspension RHF,STRU .SUGR.SG02,06H508,C/O,Suspension RHF,KZ00,KZ00Suspension RHF,KZ00STRU .SUGR.SG02,KZ002997984XSuspension RHF,7201 - SUSPENSION CYLINDER,RF - RIGHT FRONT,7201RF
3900,KZ000119,20517552,2660341X,STRUT;REAR;SX;CAT;26,EA,1,150729,06H508 C/O Suspension LH Centre,50406705,06H508 C/O Suspension LH Centre,STRU .SUGR.SG03,06H508,C/O,Suspension LH Centre,KZ00,KZ00Suspension LH Centre,KZ00STRU .SUGR.SG03,KZ002660341XSuspension LH Centre,7213 - REAR SUSPENSION CYLINDER,LF - LEFT FRONT,7213LF
3900,KZ000119,20517552,2660341X,STRUT;REAR;SX;CAT;26,EA,1,150729,06H508 C/O Suspension RH Centre,50406706,06H508 C/O Suspension RH Centre,STRU .SUGR.SG04,06H508,C/O,Suspension RH Centre,KZ00,KZ00Suspension RH Centre,KZ00STRU .SUGR.SG04,KZ002660341XSuspension RH Centre,7213 - REAR SUSPENSION CYLINDER,RF - RIGHT FRONT,7213RF
3900,KZ000119,20517552,2660341X,STRUT;REAR;SX;CAT;26,EA,1,150729,06H508 C/O Suspension RHR,50406708,06H508 C/O Suspension RHR,STRU .SUGR.SG06,06H508,C/O,Suspension RHR,KZ00,KZ00Suspension RHR,KZ00STRU .SUGR.SG06,KZ002660341XSuspension RHR,7213 - REAR SUSPENSION CYLINDER,RR - RIGHT REAR,7213RR
3900,KZ000141,20517552,2660341X,STRUT;REAR;SX;CAT;26,EA,1,150729,06H524 C/O Suspension LHR,50480382,06H524 C/O Suspension LHR,STRU .SUGR.SG05,06H524,C/O,Suspension LHR,KZ00,KZ00Suspension LHR,KZ00STRU .SUGR.SG05,KZ002660341XSuspension LHR,7213 - REAR SUSPENSION CYLINDER,LR - LEFT REAR,7213LR
6040,ELZ00101,21051908,5633285X,ENGINE;CAT C32;32L;C,EA,1,270821,15B289 Engine,51409995,15B289 C/O Engine LH,ENG1,15B289,C/O,Engine LH,ELZ0,ELZ0Engine LH,ELZ0ENG1,ELZ05633285XEngine LH,1000 - ENGINE,LT - LEFT,1000LT
6040,ELZ00101,21051908,5633285X,ENGINE;CAT C32;32L;C,EA,1,270824,15B289 Engine,51410109,15B289 C/O Engine RH,ENG2,15B289,C/O,Engine RH,ELZ0,ELZ0Engine RH,ELZ0ENG2,ELZ05633285XEngine RH,1000 - ENGINE,RI - RIGHT,1000RI
6040,ELZ00101,21124607,6470750,INJECTOR FUEL;CAT;64,EA,12,270830,15B289 Engine,51409998,15B289 C/O Engine LH Fuel Injectors,ENG1 .FUEL.INJE,15B289,C/O,Engine LH Fuel Injectors,ELZ0,ELZ0Engine LH Fuel Injectors,ELZ0ENG1 .FUEL.INJE,ELZ06470750Engine LH Fuel Injectors,1251 - FUEL INJECTION PUMP,LT - LEFT,1251LT
6040,ELZ00101,21124607,6470750,INJECTOR FUEL;CAT;64,EA,12,270830,15B289 Engine,51410112,15B289 C/O Engine RH Fuel Injectors,ENG2 .FUEL.INJE,15B289,C/O,Engine RH Fuel Injectors,ELZ0,ELZ0Engine RH Fuel Injectors,ELZ0ENG2 .FUEL.INJE,ELZ06470750Engine RH Fuel Injectors,1251 - FUEL INJECTION PUMP,RI - RIGHT,1251RI
6040,ELZ00101,20953990,5726189,RADIATOR;CAT;572-618,EA,1,270822,15B289 C/O Engine LH Radiator,51409128,15B289 C/O Engine LH Radiator,ENG1 .ENCS.RADI,15B289,C/O,Engine LH Radiator,ELZ0,ELZ0Engine LH Radiator,ELZ0ENG1 .ENCS.RADI,ELZ05726189Engine LH Radiator,1353 - RADIATOR,LT - LEFT,1353LT
6040,ELZ00101,20953990,5726189,RADIATOR;CAT;572-618,EA,1,270822,15B289 C/O Engine RH Radiator,51409131,15B289 C/O Engine RH Radiator,ENG2 .ENCS.RADI,15B289,C/O,Engine RH Radiator,ELZ0,ELZ0Engine RH Radiator,ELZ0ENG2 .ENCS.RADI,ELZ05726189Engine RH Radiator,1353 - RADIATOR,RI - RIGHT,1353RI
